STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,freq,Time frequency,indic_de,Demographic indicator,geo,Geopolitical entity (reporting),TIME_PERIOD,Time,OBS_VALUE,Observation value,OBS_FLAG,Observation status (Flag) V2 structure,CONF_STATUS,Confidentiality status (flag)
dataflow,ESTAT:DEMO_FIND$DEFAULTVIEW(1.0),Fertility indicators,A,Annual,AGEMOTH,Mean age of women at childbirth,AM,Armenia,2019,,27.3,,,,,
dataflow,ESTAT:DEMO_FIND$DEFAULTVIEW(1.0),Fertility indicators,A,Annual,AGEMOTH,Mean age of women at childbirth,AT,Austria,2014,,30.4,,,,,
dataflow,ESTAT:DEMO_FIND$DEFAULTVIEW(1.0),Fertility indicators,A,Annual,AGEMOTH,Mean age of women at childbirth,AT,Austria,2015,,30.6,,,,,
dataflow,ESTAT:DEMO_FIND$DEFAULTVIEW(1.0),Fertility indicators,A,Annual,AGEMOTH,Mean age of women at childbirth,AT,Austria,2016,,30.6,,,,,
dataflow,ESTAT:DEMO_FIND$DEFAULTVIEW(1.0),Fertility indicators,A,Annual,AGEMOTH,Mean age of women at childbirth,AT,Austria,2017,,30.7,,,,,
dataflow,ESTAT:DEMO_FIND$DEFAULTVIEW(1.0),Fertility indicators,A,Annual,AGEMOTH,Mean age of women at childbirth,AT,Austria,2018,,30.9,,,,,
dataflow,ESTAT:DEMO_FIND$DEFAULTVIEW(1.0),Fertility indicators,A,Annual,AGEMOTH,Mean age of women at childbirth,AT,Austria,2019,,31.0,,,,,
dataflow,ESTAT:DEMO_FIND$DEFAULTVIEW(1.0),Fertility indicators,A,Annual,AGEMOTH,Mean age of women at childbirth,AT,Austria,2020,,31.0,,,,,
dataflow,ESTAT:DEMO_FIND$DEFAULTVIEW(1.0),Fertility indicators,A,Annual,AGEMOTH,Mean age of women at childbirth,AT,Austria,2021,,31.2,,,,,
dataflow,ESTAT:DEMO_FIND$DEFAULTVIEW(1.0),Fertility indicators,A,Annual,AGEMOTH,Mean age of women at childbirth,AT,Austria,2022,,31.2,,,,,
dataflow,ESTAT:DEMO_FIND$DEFAULTVIEW(1.0),Fertility indicators,A,Annual,AGEMOTH,Mean age of women at childbirth,AT,Austria,2023,,31.2,,,,,
dataflow,ESTAT:DEMO_FIND$DEFAULTVIEW(1.0),Fertility indicators,A,Annual,AGEMOTH,Mean age of women at childbirth,AZ,Azerbaijan,2014,,25.6,,,,,
dataflow,ESTAT:DEMO_FIND$DEFAULTVIEW(1.0),Fertility indicators,A,Annual,AGEMOTH,Mean age of women at childbirth,AZ,Azerbaijan,2015,,25.6,,,,,
dataflow,ESTAT:DEMO_FIND$DEFAULTVIEW(1.0),Fertility indicators,A,Annual,AGEMOTH,Mean age of women at childbirth,AZ,Azerbaijan,2016,,25.5,,,,,
dataflow,ESTAT:DEMO_FIND$DEFAULTVIEW(1.0),Fertility indicators,A,Annual,AGEMOTH,Mean age of women at childbirth,AZ,Azerbaijan,2017,,25.6,,,,,
dataflow,ESTAT:DEMO_FIND$DEFAULTVIEW(1.0),Fertility indicators,A,Annual,AGEMOTH,Mean age of women at childbirth,AZ,Azerbaijan,2018,,25.6,,,,,
dataflow,ESTAT:DEMO_FIND$DEFAULTVIEW(1.0),Fertility indicators,A,Annual,AGEMOTH,Mean age of women at childbirth,AZ,Azerbaijan,2019,,25.6,,,,,
dataflow,ESTAT:DEMO_FIND$DEFAULTVIEW(1.0),Fertility indicators,A,Annual,AGEMOTH,Mean age of women at childbirth,BE,Belgium,2014,,30.3,,,,,
dataflow,ESTAT:DEMO_FIND$DEFAULTVIEW(1.0),Fertility indicators,A,Annual,AGEMOTH,Mean age of women at childbirth,BE,Belgium,2015,,30.4,,,,,
dataflow,ESTAT:DEMO_FIND$DEFAULTVIEW(1.0),Fertility indicators,A,Annual,AGEMOTH,Mean age of women at childbirth,BE,Belgium,2016,,30.5,,,,,
dataflow,ESTAT:DEMO_FIND$DEFAULTVIEW(1.0),Fertility indicators,A,Annual,AGEMOTH,Mean age of women at childbirth,BE,Belgium,2017,,30.6,,,,,
dataflow,ESTAT:DEMO_FIND$DEFAULTVIEW(1.0),Fertility indicators,A,Annual,AGEMOTH,Mean age of women at childbirth,BE,Belgium,2018,,30.7,,,,,
dataflow,ESTAT:DEMO_FIND$DEFAULTVIEW(1.0),Fertility indicators,A,Annual,AGEMOTH,Mean age of women at childbirth,BE,Belgium,2019,,30.8,,,,,
dataflow,ESTAT:DEMO_FIND$DEFAULTVIEW(1.0),Fertility indicators,A,Annual,AGEMOTH,Mean age of women at childbirth,BE,Belgium,2020,,30.8,,,,,
dataflow,ESTAT:DEMO_FIND$DEFAULTVIEW(1.0),Fertility indicators,A,Annual,AGEMOTH,Mean age of women at childbirth,BE,Belgium,2021,,31.0,,,,,
dataflow,ESTAT:DEMO_FIND$DEFAULTVIEW(1.0),Fertility indicators,A,Annual,AGEMOTH,Mean age of women at childbirth,BE,Belgium,2022,,31.1,,,,,
dataflow,ESTAT:DEMO_FIND$DEFAULTVIEW(1.0),Fertility indicators,A,Annual,AGEMOTH,Mean age of women at childbirth,BE,Belgium,2023,,31.1,,,,,
dataflow,ESTAT:DEMO_FIND$DEFAULTVIEW(1.0),Fertility indicators,A,Annual,AGEMOTH,Mean age of women at childbirth,BG,Bulgaria,2014,,27.3,,,,,
dataflow,ESTAT:DEMO_FIND$DEFAULTVIEW(1.0),Fertility indicators,A,Annual,AGEMOTH,Mean age of women at childbirth,BG,Bulgaria,2015,,27.4,,,,,
dataflow,ESTAT:DEMO_FIND$DEFAULTVIEW(1.0),Fertility indicators,A,Annual,AGEMOTH,Mean age of women at childbirth,BG,Bulgaria,2016,,27.5,,,,,
dataflow,ESTAT:DEMO_FIND$DEFAULTVIEW(1.0),Fertility indicators,A,Annual,AGEMOTH,Mean age of women at childbirth,BG,Bulgaria,2017,,27.6,,,,,
dataflow,ESTAT:DEMO_FIND$DEFAULTVIEW(1.0),Fertility indicators,A,Annual,AGEMOTH,Mean age of women at childbirth,BG,Bulgaria,2018,,27.7,,,,,
dataflow,ESTAT:DEMO_FIND$DEFAULTVIEW(1.0),Fertility indicators,A,Annual,AGEMOTH,Mean age of women at childbirth,BG,Bulgaria,2019,,27.7,,,,,
dataflow,ESTAT:DEMO_FIND$DEFAULTVIEW(1.0),Fertility indicators,A,Annual,AGEMOTH,Mean age of women at childbirth,BG,Bulgaria,2020,,27.8,,,,,
dataflow,ESTAT:DEMO_FIND$DEFAULTVIEW(1.0),Fertility indicators,A,Annual,AGEMOTH,Mean age of women at childbirth,BG,Bulgaria,2021,,27.9,,,,,
dataflow,ESTAT:DEMO_FIND$DEFAULTVIEW(1.0),Fertility indicators,A,Annual,AGEMOTH,Mean age of women at childbirth,BG,Bulgaria,2022,,28.0,,,,,
dataflow,ESTAT:DEMO_FIND$DEFAULTVIEW(1.0),Fertility indicators,A,Annual,AGEMOTH,Mean age of women at childbirth,BG,Bulgaria,2023,,28.2,,,,,
dataflow,ESTAT:DEMO_FIND$DEFAULTVIEW(1.0),Fertility indicators,A,Annual,AGEMOTH,Mean age of women at childbirth,BY,Belarus,2014,,28.0,,,,,
dataflow,ESTAT:DEMO_FIND$DEFAULTVIEW(1.0),Fertility indicators,A,Annual,AGEMOTH,Mean age of women at childbirth,BY,Belarus,2015,,28.2,,,,,
dataflow,ESTAT:DEMO_FIND$DEFAULTVIEW(1.0),Fertility indicators,A,Annual,AGEMOTH,Mean age of women at childbirth,BY,Belarus,2016,,28.4,,,,,
dataflow,ESTAT:DEMO_FIND$DEFAULTVIEW(1.0),Fertility indicators,A,Annual,AGEMOTH,Mean age of women at childbirth,BY,Belarus,2017,,28.5,,,,,
dataflow,ESTAT:DEMO_FIND$DEFAULTVIEW(1.0),Fertility indicators,A,Annual,AGEMOTH,Mean age of women at childbirth,BY,Belarus,2018,,28.6,,,,,
dataflow,ESTAT:DEMO_FIND$DEFAULTVIEW(1.0),Fertility indicators,A,Annual,AGEMOTH,Mean age of women at childbirth,CH,Switzerland,2014,,31.8,,,,,
dataflow,ESTAT:DEMO_FIND$DEFAULTVIEW(1.0),Fertility indicators,A,Annual,AGEMOTH,Mean age of women at childbirth,CH,Switzerland,2015,,31.8,,,,,
dataflow,ESTAT:DEMO_FIND$DEFAULTVIEW(1.0),Fertility indicators,A,Annual,AGEMOTH,Mean age of women at childbirth,CH,Switzerland,2016,,31.9,,,,,
dataflow,ESTAT:DEMO_FIND$DEFAULTVIEW(1.0),Fertility indicators,A,Annual,AGEMOTH,Mean age of women at childbirth,CH,Switzerland,2017,,31.9,,,,,
dataflow,ESTAT:DEMO_FIND$DEFAULTVIEW(1.0),Fertility indicators,A,Annual,AGEMOTH,Mean age of women at childbirth,CH,Switzerland,2018,,32.0,,,,,
dataflow,ESTAT:DEMO_FIND$DEFAULTVIEW(1.0),Fertility indicators,A,Annual,AGEMOTH,Mean age of women at childbirth,CH,Switzerland,2019,,32.1,,,,,
dataflow,ESTAT:DEMO_FIND$DEFAULTVIEW(1.0),Fertility indicators,A,Annual,AGEMOTH,Mean age of women at childbirth,CH,Switzerland,2020,,32.2,,,,,
dataflow,ESTAT:DEMO_FIND$DEFAULTVIEW(1.0),Fertility indicators,A,Annual,AGEMOTH,Mean age of women at childbirth,CH,Switzerland,2021,,32.3,,,,,
dataflow,ESTAT:DEMO_FIND$DEFAULTVIEW(1.0),Fertility indicators,A,Annual,AGEMOTH,Mean age of women at childbirth,CH,Switzerland,2022,,32.3,,,,,
dataflow,ESTAT:DEMO_FIND$DEFAULTVIEW(1.0),Fertility indicators,A,Annual,AGEMOTH,Mean age of women at childbirth,CH,Switzerland,2023,,32.4,,,,,
dataflow,ESTAT:DEMO_FIND$DEFAULTVIEW(1.0),Fertility indicators,A,Annual,AGEMOTH,Mean age of women at childbirth,CY,Cyprus,2014,,31.0,,,,,
dataflow,ESTAT:DEMO_FIND$DEFAULTVIEW(1.0),Fertility indicators,A,Annual,AGEMOTH,Mean age of women at childbirth,CY,Cyprus,2015,,31.3,,,,,
dataflow,ESTAT:DEMO_FIND$DEFAULTVIEW(1.0),Fertility indicators,A,Annual,AGEMOTH,Mean age of women at childbirth,CY,Cyprus,2016,,31.4,,,,,
dataflow,ESTAT:DEMO_FIND$DEFAULTVIEW(1.0),Fertility indicators,A,Annual,AGEMOTH,Mean age of women at childbirth,CY,Cyprus,2017,,31.4,,,,,
dataflow,ESTAT:DEMO_FIND$DEFAULTVIEW(1.0),Fertility indicators,A,Annual,AGEMOTH,Mean age of women at childbirth,CY,Cyprus,2018,,31.5,,,,,
dataflow,ESTAT:DEMO_FIND$DEFAULTVIEW(1.0),Fertility indicators,A,Annual,AGEMOTH,Mean age of women at childbirth,CY,Cyprus,2019,,31.7,,,,,
dataflow,ESTAT:DEMO_FIND$DEFAULTVIEW(1.0),Fertility indicators,A,Annual,AGEMOTH,Mean age of women at childbirth,CY,Cyprus,2020,,31.7,,,,,
dataflow,ESTAT:DEMO_FIND$DEFAULTVIEW(1.0),Fertility indicators,A,Annual,AGEMOTH,Mean age of women at childbirth,CY,Cyprus,2021,,31.8,,,,,
dataflow,ESTAT:DEMO_FIND$DEFAULTVIEW(1.0),Fertility indicators,A,Annual,AGEMOTH,Mean age of women at childbirth,CY,Cyprus,2022,,31.5,,,,,
dataflow,ESTAT:DEMO_FIND$DEFAULTVIEW(1.0),Fertility indicators,A,Annual,AGEMOTH,Mean age of women at childbirth,CY,Cyprus,2023,,31.5,,b,break in time series,,
dataflow,ESTAT:DEMO_FIND$DEFAULTVIEW(1.0),Fertility indicators,A,Annual,AGEMOTH,Mean age of women at childbirth,CZ,Czechia,2014,,29.9,,,,,
dataflow,ESTAT:DEMO_FIND$DEFAULTVIEW(1.0),Fertility indicators,A,Annual,AGEMOTH,Mean age of women at childbirth,CZ,Czechia,2015,,30.0,,,,,
dataflow,ESTAT:DEMO_FIND$DEFAULTVIEW(1.0),Fertility indicators,A,Annual,AGEMOTH,Mean age of women at childbirth,CZ,Czechia,2016,,30.0,,,,,
dataflow,ESTAT:DEMO_FIND$DEFAULTVIEW(1.0),Fertility indicators,A,Annual,AGEMOTH,Mean age of women at childbirth,CZ,Czechia,2017,,30.0,,,,,
dataflow,ESTAT:DEMO_FIND$DEFAULTVIEW(1.0),Fertility indicators,A,Annual,AGEMOTH,Mean age of women at childbirth,CZ,Czechia,2018,,30.1,,,,,
dataflow,ESTAT:DEMO_FIND$DEFAULTVIEW(1.0),Fertility indicators,A,Annual,AGEMOTH,Mean age of women at childbirth,CZ,Czechia,2019,,30.2,,,,,
dataflow,ESTAT:DEMO_FIND$DEFAULTVIEW(1.0),Fertility indicators,A,Annual,AGEMOTH,Mean age of women at childbirth,CZ,Czechia,2020,,30.2,,b,break in time series,,
dataflow,ESTAT:DEMO_FIND$DEFAULTVIEW(1.0),Fertility indicators,A,Annual,AGEMOTH,Mean age of women at childbirth,CZ,Czechia,2021,,30.4,,,,,
dataflow,ESTAT:DEMO_FIND$DEFAULTVIEW(1.0),Fertility indicators,A,Annual,AGEMOTH,Mean age of women at childbirth,CZ,Czechia,2022,,30.4,,,,,
dataflow,ESTAT:DEMO_FIND$DEFAULTVIEW(1.0),Fertility indicators,A,Annual,AGEMOTH,Mean age of women at childbirth,CZ,Czechia,2023,,30.4,,,,,
dataflow,ESTAT:DEMO_FIND$DEFAULTVIEW(1.0),Fertility indicators,A,Annual,AGEMOTH,Mean age of women at childbirth,DE,Germany,2014,,30.9,,,,,
dataflow,ESTAT:DEMO_FIND$DEFAULTVIEW(1.0),Fertility indicators,A,Annual,AGEMOTH,Mean age of women at childbirth,DE,Germany,2015,,30.9,,,,,
dataflow,ESTAT:DEMO_FIND$DEFAULTVIEW(1.0),Fertility indicators,A,Annual,AGEMOTH,Mean age of women at childbirth,DE,Germany,2016,,30.9,,,,,
dataflow,ESTAT:DEMO_FIND$DEFAULTVIEW(1.0),Fertility indicators,A,Annual,AGEMOTH,Mean age of women at childbirth,DE,Germany,2017,,31.0,,,,,
dataflow,ESTAT:DEMO_FIND$DEFAULTVIEW(1.0),Fertility indicators,A,Annual,AGEMOTH,Mean age of women at childbirth,DE,Germany,2018,,31.1,,,,,
dataflow,ESTAT:DEMO_FIND$DEFAULTVIEW(1.0),Fertility indicators,A,Annual,AGEMOTH,Mean age of women at childbirth,DE,Germany,2019,,31.2,,,,,
dataflow,ESTAT:DEMO_FIND$DEFAULTVIEW(1.0),Fertility indicators,A,Annual,AGEMOTH,Mean age of women at childbirth,DE,Germany,2020,,31.3,,,,,
dataflow,ESTAT:DEMO_FIND$DEFAULTVIEW(1.0),Fertility indicators,A,Annual,AGEMOTH,Mean age of women at childbirth,DE,Germany,2021,,31.5,,,,,
dataflow,ESTAT:DEMO_FIND$DEFAULTVIEW(1.0),Fertility indicators,A,Annual,AGEMOTH,Mean age of women at childbirth,DE,Germany,2022,,31.4,,,,,
dataflow,ESTAT:DEMO_FIND$DEFAULTVIEW(1.0),Fertility indicators,A,Annual,AGEMOTH,Mean age of women at childbirth,DE,Germany,2023,,31.3,,b,break in time series,,
dataflow,ESTAT:DEMO_FIND$DEFAULTVIEW(1.0),Fertility indicators,A,Annual,AGEMOTH,Mean age of women at childbirth,DE_TOT,Germany including former GDR,2014,,30.9,,,,,
dataflow,ESTAT:DEMO_FIND$DEFAULTVIEW(1.0),Fertility indicators,A,Annual,AGEMOTH,Mean age of women at childbirth,DE_TOT,Germany including former GDR,2015,,30.9,,,,,
dataflow,ESTAT:DEMO_FIND$DEFAULTVIEW(1.0),Fertility indicators,A,Annual,AGEMOTH,Mean age of women at childbirth,DE_TOT,Germany including former GDR,2016,,30.9,,,,,
dataflow,ESTAT:DEMO_FIND$DEFAULTVIEW(1.0),Fertility indicators,A,Annual,AGEMOTH,Mean age of women at childbirth,DE_TOT,Germany including former GDR,2017,,31.0,,,,,
dataflow,ESTAT:DEMO_FIND$DEFAULTVIEW(1.0),Fertility indicators,A,Annual,AGEMOTH,Mean age of women at childbirth,DE_TOT,Germany including former GDR,2018,,31.1,,,,,
dataflow,ESTAT:DEMO_FIND$DEFAULTVIEW(1.0),Fertility indicators,A,Annual,AGEMOTH,Mean age of women at childbirth,DE_TOT,Germany including former GDR,2019,,31.2,,,,,
dataflow,ESTAT:DEMO_FIND$DEFAULTVIEW(1.0),Fertility indicators,A,Annual,AGEMOTH,Mean age of women at childbirth,DE_TOT,Germany including former GDR,2020,,31.3,,,,,
dataflow,ESTAT:DEMO_FIND$DEFAULTVIEW(1.0),Fertility indicators,A,Annual,AGEMOTH,Mean age of women at childbirth,DE_TOT,Germany including former GDR,2021,,31.5,,,,,
dataflow,ESTAT:DEMO_FIND$DEFAULTVIEW(1.0),Fertility indicators,A,Annual,AGEMOTH,Mean age of women at childbirth,DE_TOT,Germany including former GDR,2022,,31.4,,,,,
dataflow,ESTAT:DEMO_FIND$DEFAULTVIEW(1.0),Fertility indicators,A,Annual,AGEMOTH,Mean age of women at childbirth,DE_TOT,Germany including former GDR,2023,,31.3,,b,break in time series,,
dataflow,ESTAT:DEMO_FIND$DEFAULTVIEW(1.0),Fertility indicators,A,Annual,AGEMOTH,Mean age of women at childbirth,DK,Denmark,2014,,30.9,,,,,
dataflow,ESTAT:DEMO_FIND$DEFAULTVIEW(1.0),Fertility indicators,A,Annual,AGEMOTH,Mean age of women at childbirth,DK,Denmark,2015,,31.0,,,,,
dataflow,ESTAT:DEMO_FIND$DEFAULTVIEW(1.0),Fertility indicators,A,Annual,AGEMOTH,Mean age of women at childbirth,DK,Denmark,2016,,31.0,,,,,
dataflow,ESTAT:DEMO_FIND$DEFAULTVIEW(1.0),Fertility indicators,A,Annual,AGEMOTH,Mean age of women at childbirth,DK,Denmark,2017,,31.1,,,,,
dataflow,ESTAT:DEMO_FIND$DEFAULTVIEW(1.0),Fertility indicators,A,Annual,AGEMOTH,Mean age of women at childbirth,DK,Denmark,2018,,31.2,,,,,
dataflow,ESTAT:DEMO_FIND$DEFAULTVIEW(1.0),Fertility indicators,A,Annual,AGEMOTH,Mean age of women at childbirth,DK,Denmark,2019,,31.3,,,,,
dataflow,ESTAT:DEMO_FIND$DEFAULTVIEW(1.0),Fertility indicators,A,Annual,AGEMOTH,Mean age of women at childbirth,DK,Denmark,2020,,31.4,,,,,
dataflow,ESTAT:DEMO_FIND$DEFAULTVIEW(1.0),Fertility indicators,A,Annual,AGEMOTH,Mean age of women at childbirth,DK,Denmark,2021,,31.6,,,,,
dataflow,ESTAT:DEMO_FIND$DEFAULTVIEW(1.0),Fertility indicators,A,Annual,AGEMOTH,Mean age of women at childbirth,DK,Denmark,2022,,31.7,,,,,
dataflow,ESTAT:DEMO_FIND$DEFAULTVIEW(1.0),Fertility indicators,A,Annual,AGEMOTH,Mean age of women at childbirth,DK,Denmark,2023,,31.8,,,,,
dataflow,ESTAT:DEMO_FIND$DEFAULTVIEW(1.0),Fertility indicators,A,Annual,AGEMOTH,Mean age of women at childbirth,EA19,Euro area - 19 countries  (2015-2022),2014,,30.8,,b,break in time series,,
dataflow,ESTAT:DEMO_FIND$DEFAULTVIEW(1.0),Fertility indicators,A,Annual,AGEMOTH,Mean age of women at childbirth,EA19,Euro area - 19 countries  (2015-2022),2015,,30.9,,b,break in time series,,
dataflow,ESTAT:DEMO_FIND$DEFAULTVIEW(1.0),Fertility indicators,A,Annual,AGEMOTH,Mean age of women at childbirth,EA19,Euro area - 19 countries  (2015-2022),2016,,31.0,,,,,
dataflow,ESTAT:DEMO_FIND$DEFAULTVIEW(1.0),Fertility indicators,A,Annual,AGEMOTH,Mean age of women at childbirth,EA19,Euro area - 19 countries  (2015-2022),2017,,31.1,,b,break in time series,,
dataflow,ESTAT:DEMO_FIND$DEFAULTVIEW(1.0),Fertility indicators,A,Annual,AGEMOTH,Mean age of women at childbirth,EA19,Euro area - 19 countries  (2015-2022),2018,,31.2,,ep,"estimated, provisional",,
dataflow,ESTAT:DEMO_FIND$DEFAULTVIEW(1.0),Fertility indicators,A,Annual,AGEMOTH,Mean age of women at childbirth,EA19,Euro area - 19 countries  (2015-2022),2019,,31.3,,bep,"break in time series, estimated, provisional",,
dataflow,ESTAT:DEMO_FIND$DEFAULTVIEW(1.0),Fertility indicators,A,Annual,AGEMOTH,Mean age of women at childbirth,EA19,Euro area - 19 countries  (2015-2022),2020,,31.4,,,,,
dataflow,ESTAT:DEMO_FIND$DEFAULTVIEW(1.0),Fertility indicators,A,Annual,AGEMOTH,Mean age of women at childbirth,EA19,Euro area - 19 countries  (2015-2022),2021,,31.6,,,,,
dataflow,ESTAT:DEMO_FIND$DEFAULTVIEW(1.0),Fertility indicators,A,Annual,AGEMOTH,Mean age of women at childbirth,EA19,Euro area - 19 countries  (2015-2022),2022,,31.5,,bp,"break in time series, provisional",,
dataflow,ESTAT:DEMO_FIND$DEFAULTVIEW(1.0),Fertility indicators,A,Annual,AGEMOTH,Mean age of women at childbirth,EA19,Euro area - 19 countries  (2015-2022),2023,,31.6,,bp,"break in time series, provisional",,
dataflow,ESTAT:DEMO_FIND$DEFAULTVIEW(1.0),Fertility indicators,A,Annual,AGEMOTH,Mean age of women at childbirth,EA20,Euro area – 20 countries (from 2023),2020,,31.4,,,,,
dataflow,ESTAT:DEMO_FIND$DEFAULTVIEW(1.0),Fertility indicators,A,Annual,AGEMOTH,Mean age of women at childbirth,EA20,Euro area – 20 countries (from 2023),2021,,31.6,,,,,
dataflow,ESTAT:DEMO_FIND$DEFAULTVIEW(1.0),Fertility indicators,A,Annual,AGEMOTH,Mean age of women at childbirth,EA20,Euro area – 20 countries (from 2023),2022,,31.5,,bp,"break in time series, provisional",,
dataflow,ESTAT:DEMO_FIND$DEFAULTVIEW(1.0),Fertility indicators,A,Annual,AGEMOTH,Mean age of women at childbirth,EA20,Euro area – 20 countries (from 2023),2023,,31.6,,bp,"break in time series, provisional",,
dataflow,ESTAT:DEMO_FIND$DEFAULTVIEW(1.0),Fertility indicators,A,Annual,AGEMOTH,Mean age of women at childbirth,EE,Estonia,2014,,29.6,,,,,
dataflow,ESTAT:DEMO_FIND$DEFAULTVIEW(1.0),Fertility indicators,A,Annual,AGEMOTH,Mean age of women at childbirth,EE,Estonia,2015,,29.9,,b,break in time series,,
dataflow,ESTAT:DEMO_FIND$DEFAULTVIEW(1.0),Fertility indicators,A,Annual,AGEMOTH,Mean age of women at childbirth,EE,Estonia,2016,,30.2,,,,,
dataflow,ESTAT:DEMO_FIND$DEFAULTVIEW(1.0),Fertility indicators,A,Annual,AGEMOTH,Mean age of women at childbirth,EE,Estonia,2017,,30.4,,,,,
dataflow,ESTAT:DEMO_FIND$DEFAULTVIEW(1.0),Fertility indicators,A,Annual,AGEMOTH,Mean age of women at childbirth,EE,Estonia,2018,,30.5,,,,,
dataflow,ESTAT:DEMO_FIND$DEFAULTVIEW(1.0),Fertility indicators,A,Annual,AGEMOTH,Mean age of women at childbirth,EE,Estonia,2019,,30.6,,,,,
dataflow,ESTAT:DEMO_FIND$DEFAULTVIEW(1.0),Fertility indicators,A,Annual,AGEMOTH,Mean age of women at childbirth,EE,Estonia,2020,,30.7,,,,,
dataflow,ESTAT:DEMO_FIND$DEFAULTVIEW(1.0),Fertility indicators,A,Annual,AGEMOTH,Mean age of women at childbirth,EE,Estonia,2021,,31.0,,,,,
dataflow,ESTAT:DEMO_FIND$DEFAULTVIEW(1.0),Fertility indicators,A,Annual,AGEMOTH,Mean age of women at childbirth,EE,Estonia,2022,,30.9,,,,,
dataflow,ESTAT:DEMO_FIND$DEFAULTVIEW(1.0),Fertility indicators,A,Annual,AGEMOTH,Mean age of women at childbirth,EE,Estonia,2023,,31.0,,,,,
dataflow,ESTAT:DEMO_FIND$DEFAULTVIEW(1.0),Fertility indicators,A,Annual,AGEMOTH,Mean age of women at childbirth,EEA30_2007,"European Economic Area (EU27 - 2007-2013 and IS, LI, NO)",2014,,30.4,,b,break in time series,,
dataflow,ESTAT:DEMO_FIND$DEFAULTVIEW(1.0),Fertility indicators,A,Annual,AGEMOTH,Mean age of women at childbirth,EEA30_2007,"European Economic Area (EU27 - 2007-2013 and IS, LI, NO)",2015,,30.5,,b,break in time series,,
dataflow,ESTAT:DEMO_FIND$DEFAULTVIEW(1.0),Fertility indicators,A,Annual,AGEMOTH,Mean age of women at childbirth,EEA30_2007,"European Economic Area (EU27 - 2007-2013 and IS, LI, NO)",2016,,30.6,,,,,
dataflow,ESTAT:DEMO_FIND$DEFAULTVIEW(1.0),Fertility indicators,A,Annual,AGEMOTH,Mean age of women at childbirth,EEA30_2007,"European Economic Area (EU27 - 2007-2013 and IS, LI, NO)",2017,,30.7,,b,break in time series,,
dataflow,ESTAT:DEMO_FIND$DEFAULTVIEW(1.0),Fertility indicators,A,Annual,AGEMOTH,Mean age of women at childbirth,EEA30_2007,"European Economic Area (EU27 - 2007-2013 and IS, LI, NO)",2018,,30.8,,ep,"estimated, provisional",,
dataflow,ESTAT:DEMO_FIND$DEFAULTVIEW(1.0),Fertility indicators,A,Annual,AGEMOTH,Mean age of women at childbirth,EEA31,"European Economic Area (EU28 - 2013-2020 and IS, LI, NO)",2014,,30.4,,b,break in time series,,
